乘隙 顺便
大张旗鼓 浩浩荡荡
情愿 甘愿
当即 立刻
杀鸡取卵 竭泽而渔
安排 摆布
手到擒来 探囊取物
招揽 罗致
夷愉 欢快
忌惮 惧怕
睚眦必报 锱铢必较
出乎预料 出人意料
商酌 推敲
积累 积聚
刺眼 夺目
土崩瓦解 瓦解冰消
云兴霞蔚 霞蔚云蒸
无病呻吟 矫揉造作
停止 罢休
处心积虑 煞费苦心
集中 集合
事与愿违 适得其反
心绪不宁 焦虑不安
居心 故意
浅色 淡色
明明白白 清清楚楚
正大光明 正正经经
博斗 战争
准时 如期
搭客 游客
仰制 抑遏
公家 国家
囤积居奇 屯积居奇
憎恨 气氛
不可估量 举足轻重
溶化 熔化
取消 废止
怠倦 疲劳
新闻 音讯
低三下四 低首下心
军队 队伍
悠游自在 悠然自在
别称 又名
刺刺不休 喋喋不休
目染耳濡 耳濡目染
拍马屁 捧臭脚
投机 渔利
仓皇 吃紧
即是 等于
尊敬 拥戴
前方 前面
密友 知友
各有所好 各有所爱
反应 反应
严于律己 闻过则喜
转瞬之间 霎那之间
相知 知己
察看 观测
鱼游沸釜 鱼游釜底
失策 失算
且则 暂时
工作 管事
吉人天佑 吉人天相
视为寇仇 视如寇仇
经历 阅历
初露锋芒 崭露头角
断气 气绝
严寒 寒冷
事缓则圆 从长计议
抑制 贬抑
卑鄙无耻 卑鄙龌龊
吐露 表露
安步当车 少安毋躁
偏安一隅 苟且偷安
草木皆兵 风声鹤唳
凭单 凭证
操劳 操心
含苞待放 豆蔻年华
搀和 混合
广阔 雄伟
丑陋 难看
危险 垂危
公价 官价
百思莫解 豁然开朗
不期而遇 旧雨重逢
不动声色 坦然自若
人丁 生齿
心手相应 挥洒自如
来历 来源
兴衰 荣枯
劝诱 引诱
素不相识 素昧生平
策无遗算 算无遗策
从来 原来
张惶 慌张
呼之欲出 维妙维肖
俯拾即是 漫山遍野
完善 完备
负地矜才 负材矜地
属意 注意
井井有条 清清楚楚
来之不易 谈何容易
指东划西 指手划脚
刺刺不休 哓哓不休
逃跑 逃遁
鹤立鸡群 鹿伏鹤行
乐观 达观
方今 目前
兼权尚计 深思熟虑
寻常 通俗
不以为奇 习以为常
恐慌 焦炙
动手 脱手
先兆 前沿
隋珠和玉 隋珠和璧
公私分明 平心而论
徐娘半老 风烛残年
不言而喻 不言而谕
朝气蓬勃 生意盎然
明察秋毫 洞察秋毫
平定 平稳
发奋图强 闻鸡起舞
立刻 立即
履历 经历
局限 限定
势如破竹 破竹之势
元配夫妻 结发夫妻
十分 异常
彬彬有礼 礼贤下士
托言 托辞
委弃 遗弃
无益 有害
贪赃枉法 贪赃舞弊
廉洁奉公 玉洁冰清
人迹罕至 门庭冷落
鹏程万里 鹏霄万里
会商 商议
含沙射影 旁敲侧击
地痞 无赖
吊颈 悬梁
喜好 爱好
寓所 居所
细密 细致
勘误表 正误表
大而无当 小巧玲珑
早先 起初
丧家狗 落水狗
分崩离析 同床异梦
讲明 讲解
全力 致力
分甘同苦 同甘共苦
鬼工雷斧 鬼斧神工
纷扰 骚扰
知交 知音
告示 文书
奉还 退回
实际 现实
底稿 草稿
小心 细心
指引 教导
濮上之音 靡靡之音
十全 齐备
宏大 广博
协作 协调
听而不闻 闭目塞听
他乡 异域
低首下心 垂头丧气
侵掠 劫夺
照射 照耀
力不胜任 力难胜任
文虎 灯谜
男女别途 男女有别
不常 有时
枯木逢春 绝处逢生
法令 法律解释
犯科 违警
死亡 毕命
弃之敝屣 弃若敝屣
固守 遵守
向导 指引
犀照牛渚 犀燃烛照
协议 左券
皈依 皈心
周围 附近
清茶淡饭 熬姜呷醋
石匠 石工
经久 耐久
怪僻 怪异
狡诈 虚伪
奴颜婢睐 奴颜婢色
自得其乐 苦中作乐
十拿九稳 瓮中捉鳖
保密 隐瞒
才力 才干
排除 驱除
发号施令 施命发号
大快人心 普天同庆
天孙 王孙
援救 搭救
咫尺万里 咫尺天涯
休刊 停刊
呈现 永存
妖娆 娇娆
称王称霸 黄袍加身
联结 连结
呆若木鸡 泥塑木雕
亲呢 靠近
温柔 温顺
戳穿 揭穿
批驳 评论
互异 各别
悲观失望 楚囚对泣
宣闹 繁华
称誉 称赞
怫郁 愤怒
超群出众 超群绝伦
知遇之恩 雨露之恩
依法从事 绳之以法
犹豫不决 瞻前顾后
情同一家 情同骨肉
神魂颠倒 魂颠梦倒
千般 百般
决心 决断
夜静更深 夜静更长
视死如归 视死若归
去粗取精 澄沙汰砾
原籍 客籍
延迟 耽延
挤眉弄眼 龇牙咧嘴
接二连三 牵五挂四
夸大 扩充
交兵 接触
优异 卓越
单纯 纯洁
吮痈舐痔 曲意逢迎
囊空如洗 床头金尽
事出有因 理所当然
体无完皮 身无完肤
昭彰 较着
信件 信札
严穆 庄严
出售 销售
废除 解除
尊从 遵命
摆设 配置
千刀万剐 杀人如麻
伸张 蔓延
凑集 召集
困难 难题
抨击 激进
乞丐变王子 平步青云
公道 自制
卫士 警卫
千思万想 千思万虑
慰藉 欣慰
和蔼 祥和
功效 效力
流芳千古 流芳后世
旁门外道 旁门左道
俯首贴耳 奴颜婢膝
擢发难数 数不胜数
官场 政海
标帜 标记
奄奄一息 朝不保夕
交集 焦虑
得意扬扬 眉飞色舞
夭殇 短寿
处之泰然 无动于衷
挫折 转折
原委 曲折
全神关注 全神贯注
充沛 满盈
凌乱 纷乱
眼尖手快 眼疾手快
拦阻 阻拦
乌七八糟 污七八糟
心灵手巧 精明强干
硕学鸿儒 立地书橱
苦难 魔难
飘舞 飘零
抉择 选择
束手无策 缩手缩脚
地广人稀 渺无人烟
不期而遇 不约而同
千山万壑 群山万壑
熟习 熟练
玉体 贵体
失魂落魄 销魂夺魄
简便 简明
繁华 繁盛
仁爱 和蔼
明白 显然
稳操胜算 轻而易举
悠闲 落拓
旷野 田野
叙述 阐明
强干弱枝 强本弱枝
拖拉 迁延
花里胡哨 花里胡梢
严正 严肃
锋芒毕露 霸气外露
桑田沧海 沧海桑田
罄竹难书 罪大恶极
停留 徘徊
流连忘返 留连忘返
大方 雅致
宏大 远大
形貌 样子
斗量车载 更仆难数
微薄 菲薄
舍己为人 舍己为公
映射 照射
前所未闻 前无古人
大吃大喝 暴饮暴食
悲哀 辛酸
杂乱 紊乱
后辈 子弟
精神萎顿 萎靡不振
强横 野蛮
口岸 港口
乐谱 曲谱
志愿 意愿
商酌 辩论
文韬武略 文韬武韬
满目疮痍 衣不蔽体
伶牙俐齿 灵牙利齿
勃然大怒 暴跳如雷
折服 降服
意气焕发 意气风发
改造 更动
拥护 支持
中止 间断
厚此薄彼 另眼相看
亵渎 蔑视
名门 望族
水手 舟子
原谅 宥恕
仳离 离异
办法 手段
调谢 雕零
当耳边风 风吹马耳
扇席温枕 扇枕温衾
清查 追查
征服 礼服
住宅 住屋
坚韧不拔 锲而不舍
恳切 老师
忿然作色 拍案而起
不在话下 不足齿数
怅惘 惋惜
贫病交攻 贫病交迫
发憷 害怕
目不见睫 目空一切
荒凉 荒漠
大意 忽略
口头 表面
以前 昔日
尽头 非常
不知去向 杳如黄鹤
世外桃源 洞天福地
诅咒 谩骂
救过不暇 救过不遑
显示 暴露
得寸进尺 贪多务得
嘉奖 夸奖
制造 建造
装模做样 装腔作势
运策帷幄 运筹帷握
接二连三 接踵而来
休憩 憩息
回头是岸 迷途知返
孤恩负德 忘恩负义
策动 鼓励
批注 讲解
大发雷霆 怒形于色
遗文轶事 遗闻逸事
狂暴 粗暴
白云苍狗 白衣苍狗
十分 非常
和平 平宁
半壁江山 荆棘铜驼
寂静 静寂
古板 拘泥
总统 领袖
惩罚 贬责
冷静 沉着
神速 迅速
女士 小姐
农人 农民
新颖 簇新
体面 排场
婉转 隐晦
勤奋 勤苦
背景 配景
最少 起码
疏懒 荒疏
寻求 搜索
抢劫 掠夺
入乡随俗 易风随俗
举报 告发
准确 正确
听道途说 道听途说
匹配 结婚
必要 必需
狐疑 疑忌
下劣 卑劣
指望 盼愿
出乖弄丑 出乖露丑
拼命 死拼
商谈 座谈
秘密 隐藏
成竹在胸 胸中有数
惟我独尊 目中无人
乘车戴笠 贫贱之交
不务空名 脚踏实地
目空一切 目空四海
水渠 沟渠
三十而立 而立之年
哭泣 陨涕
恬言柔舌 甜言蜜语
安静 寂静
回忆 回首
妥当 稳健
一言为定 驷马难追
扼杀 消除
作陪 奉陪
和睦 敦睦
惹祸 生事
唯吾独尊 唯我独尊
指引 指示
求全责备 责备求全
调养 调理
义结金兰 结拜
交情 友谊
赞歌 颂歌
言语 讲话
襄理 辅助
哺糟啜醨 餔糟歠漓
东扶西倒 左支右绌
功效 效率
冀望 希冀
手艺 技艺
消亡 销亡
卑俗 庸俗
抗御 防守
并吞 淹没
浮躁 烦躁
气宇轩昂 英姿焕发
争吵 交恶
倨傲 傲慢
夸奖 奖励
哭泣 陨泣
依照 遵守
岿然不动 稳如泰山
改良 纠正
大肆咆哮 暴跳如雷
接收 接收
一落千丈 江河日下
一往情深 一往而深
大哥 年老
经多见广 见多识广
上任 赴任
同意 承若
情人 爱人
脱色 褪色
琐事 琐务
公平 公道
亭台楼阁 楼阁台榭
残害 虐待
欺世惑众 欺世盗名
三山五岳 天南地北
平淡 泛泛
厘革 革新
得益 获利
凭证 证据
尊老爱幼 扶老携幼
化尽心血 费尽心机
门路 阶梯
清静 肃穆
明明 显明
粲焕 绚烂
暗藏 隐蔽
惊悸 慌张
清灰冷火 清锅冷灶
升高 提高
撒布 流传
措辞 话语
千娇百媚 婀娜多姿
德行 操性
息事宁人 相安无事
残忍 狞恶
浓密 茂密
走向 趋势
抚今思昔 抚今痛昔
扶植 设立
千均一发 迫不及待
伸展 舒展
严俊 严酷
全数 全部
理想 空想
地方 方位
嘲讽 挖苦
平庸 庸碌
决一死战 背注一掷
恩泽 膏泽
仪表 风范
去逝 陨命
干扰 惊扰
权倾中外 权倾天下
出类拔萃 天之骄子
亦步亦趋 如法炮制
推波助澜 无事生非
断送 葬送
鬼吒狼嚎 鬼抓狼嚎
密斯 小姐
换衣 更衣
不准 禁绝
脱缰之马 脱缰野马
凌驾 逾越
法令 法则
出乎意外 出人意料
丰富 丰硕
担当 经受
揭穿 揭露
千古流芳 永垂不朽
宣教 布道
认可 认同
意态消沉 精疲力竭
神采奕奕 精神百倍
柳绿桃红 赵歌燕舞
不动声色 不留余地
仓猝 匆匆
一脉相承 一脉相通
妙语连珠 绘声绘色
即刻 速即
景致 风光
鲜衣怒马 鲜衣良马
海市蜃楼 空中楼阁
势力 气力
迷离恍惚 迷离扑朔
绘影绘声 跃然纸上
坦率 坦白
裁夺 酌夺
丰功伟绩 功标青史
安静 平静
拄笏看山 拄颊看山
喜欢 喜爱
歌咏 称赞
弄法舞文 舞文弄法
担负 掌管
口不择言 言三语四
落价 贬价
哑口无言 瞠目结舌
人亡物在 睹物思人
希翼 盼望
众口称善 有口皆碑
坚实 牢固
卓越 超卓
沽誉钓名 盗名窃誉
亲善 敦睦
名存实亡 有名无实
奋勇向前 挺身而出
忠厚 恳切
底稿 稿本
位子 地位
望风而溃 望风而靡
光明正大 明人不做暗事
大意 约略
挑动 煽动
因袭 沿袭
大驾 尊驾
创办 创立
同心合意 心心相印
熟视无睹 见怪不怪
挑选 选取
拿腔作调 装模作样
爽快 痛快
落价 降价
缩衣节食 节衣缩食
凋落 残落
绳之以法 逍遥法外
与世长辞 溘然长逝
勾销 抹杀
和蔼可亲 和蔼可掬
仁至义尽 无微不至
一无所得 前功尽弃
色胆包天 色胆迷天
国法 法律解释
各抒己见 百家争鸣
栩栩如生 涉笔成趣
填补 增添
揶揄 调侃
嗒焉自丧 垂头丧气
大材小用 牛刀割鸡
时价 时值
平庸 平淡
急忙 赶快
挑选 遴选
蕴藏 贮蓄
典范 样板
一无可取 百无一是
夙昔 往日
不遗余力 全心全意
介怀 在意
自不量力 蚍蜉撼树
寅吃卯粮 等米下锅
喜好 喜好
闪光 闪烁
真正 真确
一命归西 一瞑不视
揎拳攞袖 揎拳裸袖
依恋 眷恋
监禁 监管
似乎 宛如
在行 能手
爱惜 珍惜
呈现 暴露
掩人耳目 瞒上欺下
坚固 稳固
一无可取 一无是处
狂风怒号 狂风骤雨
刻薄 坑诰
污染 混淆
连帙累牍 连篇累册
恒久 永远
光明磊落 正大光明
轻快 轻捷
因循沿袭 抱残守缺
短处 缺陷
脾肉之叹 髀里肉生
隐敝 隐秘
巨大 重大
心瞻魏阙 心驰魏阙
惨酷 残忍
望尘莫及 瞠乎其后
专心致志 全心全意
如汤沃雪 轻而易举
珍惜 珍视
醉死梦生 醉生梦死
创建 建树
情况 情形
一声不吭 一声不响
搜集 收集
与日俱增 日积月累
后悔莫及 悔恨莫及
权利 权力
明示 昭示
兴衰 枯荣
强健 强大
矜持 虚心
捣蛋 淘气
向往 钦慕
悲喜交加 百感交集
华丽 华美
和平 安全
分辩 判袂
手段 门径
故障 滞碍
无动于衷 漠不关心
璀璨 绚丽
呼天唤地 擂天倒地
屏弃 放手
时光 韶光
拥戴 敬爱
不用 无须
阴晦 阴霾
兴隆 茂盛
无出其右 登峰造极
放浪 纵脱
不凡 卓越
为非作歹 胡作非为
择要 摘要
倒映 反照
徒负虚名 有名无实
同甘共苦 通力合作
杳无消息 石沉大海
大公无私 舍己为公
佛旨纶音 纶音佛语
亲密无间 形影不离
光耀门第 克绍箕裘
玩赏 观赏
防碍 阻碍
不耻下问 功成不居
榜样 表率
娇傲 高慢
坐井观天 窥豹一斑
健壮 充实
千方百计 费尽心机
僻巷 陋巷
心悦口服 心服口服
剑头一吷 剑首一吷
安堵 安居
拿手好戏 看家本领
回想 追溯
耽误 逗留
一了百了 一劳永逸
急切 迫切
阿意取容 阿谀取容
巴结 讨好
恰当 适宜
奇花名卉 奇花异草
不声不响 无声无息
反感 恨恶
敬爱 爱戴
以逸待劳 养精蓄锐
丧事 凶事
减削 缩减
朦胧 隐晦
旨趣 道理
凶恶 刁恶
连篇累册 连篇累牍
有血有肉 栩栩如生
一朝一夕 转瞬之间
栈山航海 梯山航海
倜傥不羁 豪放不羁
乞假 告假
迥乎不同 迥然相异
口若悬河 谈辞如云
模糊 笼统
衣冠禽兽 魑魅魍魉
悠扬 涟漪
尽管 虽然
川资 盘川
乐意 同意
为何 缘何
孤注一掷 背城借一
赶走 遣散
渺小 细微
张三李四 张甲李乙
时期 期间
揭发 揭示
前所未有 见所未见
怯懦 胆怯
光荣 声誉
挺拔 矗立
假充 假冒
容许 愿意
舒坦 酣畅
凋零 雕谢
一面之交 一面之识
犯罪 非法
挈瓶之知 挈瓶小智
厘革 改革
开辟 诱导
哀怜 悯恻
关头 环节
别出机杼 别开生面
忖量 思念
宁可 情愿
戴月披星 餐风饮露
促使 督促
嗜好 爱好
铮铮铁汉 铮铮铁骨
天分 天才
凤毛麟角 寥若辰星
冷光 寒光
破旧 陈腐
一拍即合 心心相印
志愿 渴望
众望所归 年高德劭
吹嘘 吹牛
言笑自如 言笑自若
珠联玉映 珠联璧合
罢免 解雇
利欲熏心 自私自利
三五成群 人山人海
挨近 靠拢
三言两语 片言只语
一败涂地 大获全胜
扶老携幼 负老提幼
接洽 联系
或然 随机
天道好还 法网恢恢
花名 诨名
疲劳 疲惫
穷困 贫穷
献媚 阿谀
懦弱 软弱
凭空 捏造
取消 讥讽
便当 容易
愿意 甘心
率尔操觚 视同儿戏
器宇轩昂 大摇大摆
局面 面子
审时度势 揆情审势
叫喊 大喊
屈从 降服
现时 目下
引火烧身 自取灭亡
俄顷 顷刻
康慨 激昂
妥当 适当
尊崇 拥戴
水兵 海军
伉俪 夫妇
发挥 阐扬
吠影吠声 拾人牙慧
三徙成国 三徙成都
引发 激发
惟利是图 爱财如命
无往不利 无往不胜
协商 商榷
投其所好 阿谀逢迎
志愿 愿望
出入 相差
害怕 惧怕
奔腾 奔驰
天南海北 海说神聊
巴山越岭 翻山越岭
置之不闻 置若罔闻
阻扰 阻碍
徐徐 怠缓
成千累万 成百上千
打扮 服装
保守 顽固
不和 反面
大展宏图 大显身手
抢掠 掠夺
临阵脱逃 惊慌失措
借古讽今 援古证今
业绩 功绩
干将莫邪 龙泉太阿
徘徊 逗留
呈现 表示
录像 摄像
阗寂无声 鸦雀无声
罪不容诛 罪该万死
入时 时髦
韵味 风韵
清灰冷灶 清锅冷灶
如影随形 形影相随
地覆天翻 排山倒海
方骖并路 齐头并进
变更 改动
完好 完整
号咷 号啕
新浪搬家 落井下石
开放 通达
剥极则复 剥极必复
荟萃 集结
才疏德薄 才轻德薄
观望 踌躇
扮装 装扮
放弃 松手
不异 相同
分明 昭彰
大白 清楚
心寒胆碎 心寒胆落
去杀胜残 胜残去杀
克服 取胜
停滞 障碍
冷静 沉静
大智若愚 深藏若谷
功效 功能
倍日并行 倍道兼行
兴师问罪 大张挞伐
清香 芳香
冲要 要冲
飘茵堕溷 飘茵随溷
会见 接见
面折庭争 面折廷诤
以身殉职 忠心耿耿
陪伴 陪同
挂念 缅怀
高妙 高深
一意孤行 固执己见
列位 诸位
望风捕影 道听途说
唾骂 辱骂
爽利 爽快
宝贵 贵重
一心一意 推心致腹
嘲讽 奚弄
洗刷 洗涤
文过 死不悔改
呼之欲出 紧锣密鼓
宁神 放心
天台 露台
繁冗 繁忙
罪孽 罪状
奇谈怪论 海外奇谈
勇士 骁雄
拣到 拾遗
旅费 路费
会议 领悟
偏见 意见
惨白 煞白
贻人口实 遗人口实
八仙过海 八仙过海
天花乱坠 缄口不语
羞愧 羞赧
公布 揭橥
征求 征采
大手大脚 挥霍无度
惟恐 生怕
诚实 诚笃
典型 规范
亲呢 密切
亏弱 虚弱
显露 知道
苦口婆心 谆谆告诫
技术 本事
议论文 论说文
诚笃 陈恳
协议 条约
繁文缛节 附赘悬疣
妆饰 装扮
寒冷 寒凉
千载难逢 百年不遇
井井有条 井井有绪
大方 豪爽
恰恰 适值
嗤笑 朝笑
搅浑 浑浊
广泛 盛大
会商 磋商
范围 限度
心力交瘁 筋疲力尽
分茅列土 分茅裂土
祸首 罪魁
哀告 请求
庄重 端庄
含血喷人 造谣中伤
生动 矫捷
明争暗斗 明枪暗箭
吵闹 热闹
军服 制伏
回心转意 翻然悔悟
回船转舵 见风使舵
侏儒 僬侥
地大物博 幅员辽阔
琴瑟同谱 琴瑟调和
偏袒 袒护
牵记 缅怀
伐罪 征伐
理解 通晓
漏洞 裂缝
彰往考来 志满气骄
井然 整齐
说明 阐明
坚定不移 坚持不懈
声誉鹤起 身价百倍
功败垂成 半途而废
刚毅 刚烈
培养 造就
圆顶方趾 圆首方足
安排 安顿
永恒 长期
呼之欲出 跃然纸上
时光 韶华
年纪 年齿
商量 研究
弱小 微弱
叱责 指谪
遇害 遭灾
强迫 抑遏
喜鼎 贺喜
平坦 平整
教室 课堂
殊勋异绩 殊勋茂绩
外型 外表
恶意中伤 血口喷人
洋洋自得 趾高气扬
狡饰 隐讳
杀害 残害
斟酌 酌量
偃旗息鼓 迎风招展
哀莫大于心死 心如死灰
好像 类似
俊杰 英雄
深藏不露 深藏若虚
幻梦成空 梦幻泡影
尽力 称职
奇形怪状 怪模怪样
凶相毕露 面目狰狞
开导 诱导
诚心 诚意
灵巧 聪慧
十恶不赦 罪恶滔天
防守 驻守
土阶茅屋 土阶茅茨
景致 景色
欠缺 缺陷
退却 退避
八仙过海， 八仙过海，各显神通
纪录 记录
呶呶不休 喋喋不休
乌合之众 群龙无首
抑制 遏抑
鹤寿 鹤龄
步履维艰 进退维谷
了了 清晰
河畔 河边
枢纽 环节
天网恢恢 天罗地网
修业 肆业
才华横溢 文彩四溢
波浪 波澜
功效 成果
新发于硎 新来乍到
信念 决心
昌隆 焕发
安于现状 自暴自弃
温和 温顺
坦护 庇护
